Title,Coordinates,State,City,Iframe Link
JOHN DEERE-DES MOINES WORKS,"-93.63875,41.72316,0",IOWA,ANKENY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000593402
NORWALK IOWA READY MIX,"-93.57326,41.72193,0",IOWA,ANKENY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002084725
"ANTHON, IA 6062 SATELLITE (MILLER AVE)","-95.86714,42.38966,0",IOWA,ANTHON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001327779
FARMER'S CO-OPERATIVE ELEVATOR CO,"-95.041219,42.079451,0",IOWA,ARCADIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038289802
"SCHROEDER AG, LLC","-95.03353,42.08618,0",IOWA,ARCADIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070148274
ARCHER GRAIN COOP COMPANY,"-95.746921,43.115222,0",IOWA,ARCHER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000557692
FARMERS COOPERATIVE COMPANY - AREDALE,"-93.0054,42.83323,0",IOWA,AREDALE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000528144
CLIMAX MOLYBDENUM LANDFILL,"-91.422466,40.585304,0",IOWA,ARGYLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070690716
JAMES REISER,"-95.41753,41.98177,0",IOWA,ARION,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070691515
811 MAIN STREET,"-91.67324,42.75002,0",IOWA,ARLINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044934934
825 LOWERY STREET,"-91.67396,42.7514,0",IOWA,ARLINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110055084894
ARLINGTON SCHOOL,"-91.67235,42.75051,0",IOWA,ARLINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043872182
"ASSOCIATED MILK PRODUCERS, INC. ARLINGTON","-91.630518,42.687439,0",IOWA,ARLINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000494215
PIN# 628404011,"-91.673042,42.751403,0",IOWA,ARLINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110055084901
VIAFIELD,"-91.661827,42.743386,0",IOWA,ARLINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007357840
ARTS WAY MFG,"-94.49127,43.39367,0",IOWA,ARMSTRONG,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000593527
MOVEERO - ARMSTRONG,"-94.51159,43.3996,0",IOWA,ARMSTRONG,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000413516
STATELINE COOOPERATIVE,"-94.599959,43.392906,0",IOWA,ARMSTRONG,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070523634
STATELINE COOPERATIVE,"-94.48027,43.39398,0",IOWA,ARMSTRONG,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011791070
STATELINE COOPERATIVE - MAPLE HILL FACILITY,"-94.60131,43.39305,0",IOWA,ARMSTRONG,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038242158
STATELINE COOPERATIVE-MAPLE HILL,"-94.599363,43.393062,0",IOWA,ARMSTRONG,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110009360725
"FLINT HILLS RESOURCES ARTHUR, LLC","-95.346667,42.331111,0",IOWA,ARTHUR,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070941904
POET BIOREFINING - ASHTON LLC,"-95.80833,43.27694,0",IOWA,ASHTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110015723029
UNITED FARMERS COOP,"-95.787217,43.310389,0",IOWA,ASHTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110010384627
ASPINWALL COOPERATIVE CO,"-95.13563,41.91301,0",IOWA,ASPINWALL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043178236
CROP PRODUCTION SERVICES 6004,"-91.1716,41.56786,0",IOWA,ATALISSA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038230198
CROPMATE FERTILIZER CO,"-91.16823,41.57023,0",IOWA,ATALISSA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000515014
AMERICAN BUILDINGS CO,"-95.03433,41.396031,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002119467
AMERICAN CONCRETE PRODUCTS INC,"-95.02083,41.40909,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110025317128
ATLANTIC CITY OF STP,"-95.0294,41.40779,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071710590
"ATLANTIC, IA 129","-95.029434,41.416516,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110014338706
CARGILL INC,"-95.01837,41.40867,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000497258
CENTRAL IOWA READY MIX,"-95.02083,41.40909,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070232693
ELITE OCTANE,"-95.03182,41.41772,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110063892499
GLACIER VANDERVELL INCORPORATED,"-95.03399,41.41413,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000412580
HUBBARD FEEDS INC,"-95.035752,41.413381,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011272951
SEEDPRO NORTH,"-95.04638,41.38114,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067064385
WALNUT GROVE,"-95.018332,41.412613,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000593420
WEST CENTRAL COOPERATIVE,"-95.02211,41.40909,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067087057
WEST CENTRAL COOPERATIVE-ATLANTIC 2ND ST-PELGROW,"-95.02211,41.40909,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038247885
WICKMAN CHEMICAL,"-94.946246,41.453297,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038228691
"WINFIELD SOLUTIONS, LLC","-95.00443,41.43582,0",IOWA,ATLANTIC,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070499054
"KURDICO, INC","-94.87414,42.25257,0",IOWA,AUBURN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070108101
AGRILAND FS INC.   AUDUBON,"-94.915174,41.688169,0",IOWA,AUDUBON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000709626
CENTRAL IOWA READY MIX  AUDUBON,"-94.93829,41.724338,0",IOWA,AUDUBON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071216364
CENTRAL IOWA READY MIX - AUDUBON FACILITY,"-94.93827,41.724326,0",IOWA,AUDUBON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071215764
HERBERS AG LLC,"-94.937274,41.731855,0",IOWA,AUDUBON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071867985
"HERBERS SEED & CONSULTING, INC.","-94.93739,41.73181,0",IOWA,AUDUBON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038243549
HEUSS DISTRIBUTING INC.,"-94.96361,41.70249,0",IOWA,AUDUBON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038271866
LANDUS COOPERATIVE - AUDUBON NORTH PLANT,"-94.93552,41.72206,0",IOWA,AUDUBON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000511973
