Title,Coordinates,State,City,Iframe Link
333 SOUTH GOVERNORS AVENUE,"-75.52621,39.15566,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054583973
65 NORTH DUPONT HIGHWAY,"-75.516069,39.165358,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071089853
"ATLANTIC COAST ENVIRONMENTAL - 225 STATE COLLEGE, DOVER","-75.55253,39.18263,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000611286
CALPINE CORPORATION - GARRISON ENERGY CENTER,"-75.503347,39.182358,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070069290
CAPITOL SCRAPYARD (AKA GORDONS SCRAPYARD),"-75.532888,39.159416,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110015329321
CARL KING BULK PLANT,"-75.50592,39.11807,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338867
CITY OF DOVER - MCKEE RUN GENERATING STATION,"-75.547385,39.176949,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002506841
CITY OF DOVER-VAN SANT GENERATING STA,"-75.5482,39.14499,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001736033
CROSS-BORDER MANUFACTURERS,"-75.524032,39.156462,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070819632
DELAWARE STATE UNIVERSITY,"-75.542584,39.187053,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001736417
DOVER WEST SIDE AREA A,"-75.52782,39.1564,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038692411
DOVER WEST SIDE AREA B,"-75.532778,39.158056,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038692420
DOVER WEST SIDE AREA C,"-75.533889,39.160556,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038692439
DOW REICHHOLD SPECIALTY LATEX LLC (CLOSED),"-75.568611,39.201667,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110010573753
DUNCAN PETROLEUM SUPER SODA CENTER,"-75.52886,39.13607,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110030916846
FORK BRANCH SCHOOL SITE,"-75.566087,39.193779,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070556314
FORMER CHESAPEASKE SUPPLY,"-75.53286,39.156749,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038753257
HANESBRANDS INC,"-75.53623,39.161693,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000601830
HIRSH INDUSTRIES INC,"-75.5624,39.1878,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338894
JAX N DAISY,"-75.564965,39.188557,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071894024
KOVINCE INC,"-75.524032,39.156462,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071231625
KRAFT FOODS INC.,"-75.551125,39.151072,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006817052
NRG ENERGY CENTER-DOVER,"-75.54723,39.14927,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338910
PERMAFORM EAST COMPANY INCORPORATED,"-75.55321,39.15099,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002331815
PLAYTEX PRODUCTS INC,"-75.517776,39.164148,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338901
PPG INDUSTRIES ARCHITECTURAL FINISHES,"-75.59323,39.23065,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338938
PROCTER & GAMBLE - DOVER WIPES COMPANY,"-75.55092,39.15108,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001136280
SERVICE ENERGY DOVER BULK PLANT,"-75.5612,39.20381,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338885
SUNROC CORPORATION,"-75.46948,39.14434,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110008312423
US DOD USAF DOVER AFB,"-75.46666,39.12778,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002096703
USA FULFILLMENT INC.,"-75.56557,39.18715,0",DELAWARE,DOVER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070746456
"AMERESCO DELAWARE ENERGY, LLC","-75.72544,39.03262,0",DELAWARE,FELTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110069284884
DSWA CENTRAL SOLID WASTE MANAGEMENT CENTER (SANDTOWN),"-75.72793,39.03237,0",DELAWARE,FELTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013928624
HMA CONCRETE LLC DBA HERITAGE CONCRETE FRANKFORD FACILITY,"-75.23373,38.5025,0",DELAWARE,FRANKFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110060279933
MOUNTAIRE FARMS OF DELMARVA - FRANKFORD FEED MILL,"-75.23858,38.51762,0",DELAWARE,FRANKFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002438899
SOUTH COASTAL STP,"-75.090427,38.523212,0",DELAWARE,FRANKFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110010052593
"ILC DOVER, LP - FREDERICA","-75.48721,39.0027,0",DELAWARE,FREDERICA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001748654
AMERESCO DELAWARE ENERGY-SOUTHERN,"-75.450741,38.587906,0",DELAWARE,GEORGETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054561292
"D & B PRODUCTS / MULTI-TECH, INC","-75.35049,38.69559,0",DELAWARE,GEORGETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000917385
DE SOLID WASTE AUTHORITY SOUTHERN,"-75.436448,38.594427,0",DELAWARE,GEORGETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110041195328
FORMER FAS MART #259/CHRISTY TIRE,"-75.378408,38.696124,0",DELAWARE,GEORGETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070570224
HSE LLC,"-75.31826,38.68386,0",DELAWARE,GEORGETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071711967
"JUSTIN TANKS, LLC","-75.35207,38.69375,0",DELAWARE,GEORGETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110041997907
"PATS AIRCRAFT, LLC","-75.35358,38.69106,0",DELAWARE,GEORGETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043088226
"PERDUE FARMS, INC.","-75.380704,38.698227,0",DELAWARE,GEORGETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064121114
THORO-KLEEN DRY CLEANING & LAUNDRY,"-75.38425,38.69264,0",DELAWARE,GEORGETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001410081
BERACAH HOMES INC,"-75.585587,38.824533,0",DELAWARE,GREENWOOD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000585126
BERACAH HOMES INC,"-75.587969,38.822989,0",DELAWARE,GREENWOOD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110028232972
CUSTOM DECORATIVE MOULDINGS,"-75.58595,38.81985,0",DELAWARE,GREENWOOD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012247522
MARBLE WORKS INC,"-75.56117,38.80664,0",DELAWARE,GREENWOOD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022532874
"ALLEN FAMILY FOODS, INC. HARBESON PLANT","-75.28476,38.72072,0",DELAWARE,HARBESON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110056556597
CARGILL INC  PARAMOUNT PRODUCTS DIV,"-75.259544,38.697724,0",DELAWARE,HARBESON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007582213
BURRIS LOGISTICS,"-75.578597,38.917748,0",DELAWARE,HARRINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000514630
"HENDRICKS & SON, INC.","-75.58365,38.91885,0",DELAWARE,HARRINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038254055
DOVER SCRAP METAL INC,"-75.651931,39.155897,0",DELAWARE,HARTLY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070691267
FORMER SEWARD SERVICE STATION,"-75.71372,39.16836,0",DELAWARE,HARTLY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110041153818
HOCKESSIN GROUNDWATER,"-75.696513,39.78752,0",DELAWARE,HOCKESSIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071100669
"GROWMARK FS, LLC.","-75.572647,38.558406,0",DELAWARE,LAUREL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038281338
"SSC, INC. - DAGSBORO SERVICE - LAUREL BRANCH","-75.571174,38.552411,0",DELAWARE,LAUREL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038242586
BEEBE HOSPITAL SUSSEX CT INC,"-75.14389,38.77111,0",DELAWARE,LEWES,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001409958
HOWARD SEYMOUR WATER RECLAMATION PLANT,"-75.133872,38.779022,0",DELAWARE,LEWES,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110055374713
HUDSON PIT,"-75.175013,38.748628,0",DELAWARE,LEWES,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067221349
LEWES BOAT RAMP,"-75.13974,38.77616,0",DELAWARE,LEWES,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038692457
SPI PHARMA INC,"-75.103954,38.790952,0",DELAWARE,LEWES,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338983
AMAZON.COM PHL7,"-75.73543,39.43777,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110056301988
AMAZON.COM SERVICES LLC - PHL7,"-75.73543,39.43777,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070890447
"CLARIOS, LLC - MIDDLETOWN ASSEMBLY PLANT","-75.7195,39.45828,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338590
DELSTAR TECHNOLOGIES INC,"-75.72222,39.44533,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001748618
"GROWMARK FS (MIDDLETOWN) - 4991 SUMMIT BRIDGE RD, MIDDLETOWN","-75.72009,39.48137,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054480539
"GROWMARK FS, LLC","-75.72009,39.48137,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038281310
"JOHNSON CONTROLS, INC DISTRIBUTION CENTER","-75.74064,39.43926,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110046123235
MACDERMID INC,"-75.72149,39.44263,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338581
"RINKER MATERIALS, HYDRO CONDUIT, MIDDLETOWN","-75.72071,39.43971,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054514860
RINKER MIDDLETOWN PIPE,"-75.721477,39.440153,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071428607
SOUTHERN STATES COOPERATIVE 77771,"-75.72019,39.46028,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038240720
SUMMIT AVIATION INC.,"-75.71761,39.52292,0",DELAWARE,MIDDLETOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054532010
BALTIMORE AIRCOIL CO,"-75.467972,38.921025,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110046278899
CLARIANT CORP MASTERBATCH DIV,"-75.424174,38.901163,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002509385
DENTSPLY INTERNATIONAL LD CAULK DIV MAIN PLANT,"-75.43456,38.90682,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000339009
DENTSPLY SIRONA,"-75.444945,38.919728,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338992
"GROWMARK FS, LLC.","-75.4491,38.91957,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038281329
J. B. DRY CLEANERS,"-75.424991,38.910917,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038735955
KENT COUNTY REGIONAL WWTF,"-75.437604,38.998212,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054584632
LEBANON CHEMICAL CORP,"-75.42156,38.92069,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002096730
MILFORD PROCESSING PLANT,"-75.426667,38.925833,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000526547
"PERDUE PROCESSING PLANT - 255 NORTH REHOBOTH BLVD, MILFORD","-75.42384,38.92267,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054500553
SERVICE ENERGY MILFORD PLANT,"-75.39971,38.91474,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000585135
SOUTHERN STATES/MILFORD CO OP,"-75.44855,38.91749,0",DELAWARE,MILFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000515675
ALLEN HARIM - PINNACLE PROCESSING PLANT-TREATMENT PLANT,"-75.270081,38.577816,0",DELAWARE,MILLSBORO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000585153
INDIAN RIVER GENERATING STATION,"-75.234816,38.585636,0",DELAWARE,MILLSBORO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000603936
INTERVET INC.,"-75.28034,38.58897,0",DELAWARE,MILLSBORO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022532865
MOUNTAIRE FARMS OF DELAWARE,"-75.2629,38.6011,0",DELAWARE,MILLSBORO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110035846172
MOUNTAIRE FARMS RESOURCE RECOVERY PLANT,"-75.26217,38.60108,0",DELAWARE,MILLSBORO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070691008
NCR CORP. (MILLSBORO PLANT),"-75.283061,38.5775,0",DELAWARE,MILLSBORO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110008310416
PINNACLE FOODS GROUP LLC,"-75.27007,38.57621,0",DELAWARE,MILLSBORO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110041196470
"SCHERING PLOUGH ANIMAL HEALTH - 369 WEST DUPONT HIGHWAY, MILLSBORO","-75.286901,38.576266,0",DELAWARE,MILLSBORO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002506235
DRAPER CANNING COMPANY (CLOSED),"-75.179167,38.770254,0",DELAWARE,MILTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038643037
DRAPER KING COLE,"-75.313363,38.769458,0",DELAWARE,MILTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000771781
0 MILLER ROAD,"-75.53355,39.76873,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054145091
427 WEST 7TH STREET,"-75.57332,39.65917,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067220233
459 OLD AIRPORT ROAD,"-75.61241,39.70086,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070034243
560 TERMINAL AVENUE,"-75.537442,39.718715,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054421773
"A DUIE PYLE - 204 QUIGLEY BLVD, NEW CASTLE","-75.60156,39.6586,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110017622349
"ADESIS, INC.","-75.570228,39.691017,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006816936
AVECIA INC,"-75.54629,39.69019,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011945994
BENNETT-BAIRD SITE,"-75.53821,39.7189,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038763950
CLEAN EARTH OF NEW CASTLE,"-75.53928,39.71545,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001748761
COLOR WORKS PAINTING - EDWARDS AVENUE,"-75.59627,39.64956,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110033134347
CRODA INC,"-75.53477,39.69384,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000338652
CYTEC INDUSTRIES INC.,"-75.546946,39.690447,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110020515815
DASSAULT FALCON JET-WILMINGTON CORP,"-75.606389,39.686944,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110063978940
DELAWARE MEMORIAL BRIDGE,"-75.585556,39.681667,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110046256788
E I DUPONT DE NEMOURS - EXPERIMENTAL STATION,"-75.5736,39.7732,0",DELAWARE,NEW CASTLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000771807
