Title,Coordinates,State,City,Iframe Link
AJO FIRST ASSEMBLY OF GOD - PARSONAGE,"-112.87587,32.39488,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044214392
AJO FIRST ASSEMBLY OF GOD CHURCH - MAIN CAMPUS,"-112.873334,32.380229,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044214383
AJO FIRST ASSEMBLY OF GOD CHURCH - REC HALL,"-112.873352,32.380994,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044214409
AJO PLAZA PARK,"-112.8608,32.37244,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425415
AJO REALTY,"-112.87141,32.37468,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425460
AJO TRANSPORTATION,"-112.87237,32.38259,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425433
AJO WIFI,"-112.8724,32.38141,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044214427
AMERICAN CITIZENS SOCIAL CLUB,"-112.87242,32.37922,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044214436
AT TIRE,"-112.871944,32.385244,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425424
BELLY ACRES RV PARK,"-112.871213,32.394038,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425479
BETANCORT PROPERTY,"-112.871957,32.384529,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043562944
CHAVES-RAMSEY PROPERTY,"-112.87245,32.37734,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044214445
CURLEY SCHOOL,"-112.866789,32.371801,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425380
CURLEY SCHOOL GYMNASIUM,"-112.86567,32.37208,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044763173
FORD PROPERTY DEMOLITION,"-112.8724,32.3807,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043455285
GRABER PROPERTY DEMOLITION,"-112.87709,32.37649,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044763182
HEMENWAY ROCALLA PROPERTY,"-112.86345,32.374341,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425399
INDULGENCE PROPERTY,"-112.871057,32.446027,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044763191
K-5 ENTERPRISES,"-112.87247,32.37649,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425451
KLINEFELTER 1318/1328 PROPERTY,"-112.871938,32.383347,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425594
LA SIESTA MOTEL,"-112.872921,32.403202,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043562917
LEMON BRIGHT CLEANERS,"-112.87246,32.37701,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425442
LIFE ENRICHMENT AJO-GB PROPERTY DEMOLITION,"-112.872754,32.384117,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043455301
LIFE ENRICHMENT SARTILLION PROPERTY DEMOLITION,"-112.87434,32.37873,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043455294
MACIAS PROPERTY DEMOLITION,"-112.87111,32.38047,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043455338
MARINE MOTEL,"-112.87219,32.3923,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044763208
MATTESON PROPERTY,"-112.8758,32.42463,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043562953
NAPA/KORD'S AUTO CARE,"-112.871213,32.39448,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425497
PLAZA TRIANGLE PARK,"-112.862319,32.374021,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425406
SQS CONSTRUCTION,"-112.873196,32.395388,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425488
SUE'S FLOWERS AND GIFT SHOP,"-112.8724,32.38032,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043455329
SULLIVAN PROPERTY DEMOLITION,"-112.872174,32.391263,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043455310
TORRES PROPERTY DEMOLITION,"-112.87237,32.38314,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043562935
U-HAUL,"-112.871228,32.39503,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043425601
USDOI NPS - ORGAN PIPE CACTUS NATIONAL MONUMENT,"-112.801,31.95,0",ARIZONA,AJO,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022411415
APACHE JUNCTION WWTP,"-111.55842,33.36109,0",ARIZONA,APACHE JUNCTION,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110010062314
CEMEX APACHE JUNCTION PLANT,"-111.57895,33.37879,0",ARIZONA,APACHE JUNCTION,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110025331610
CITY OF APACHE JUNCTION BUSINESS PARK,"-111.545747,33.415068,0",ARIZONA,APACHE JUNCTION,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110041721278
HANSON AGGREGATES ARIZONA INC.,"-111.5781,33.38148,0",ARIZONA,APACHE JUNCTION,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110015961789
KLOECKNER METALS CORP,"-111.57486,33.37259,0",ARIZONA,APACHE JUNCTION,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040890710
MAGNUM PRODUCTS,"-111.57218,33.37157,0",ARIZONA,APACHE JUNCTION,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040961689
PROCHEMTECH,"-111.57275,33.37073,0",ARIZONA,APACHE JUNCTION,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011916141
ARIZONA CITY SANITARY DISTRICT - WWTP,"-111.68557,32.7627,0",ARIZONA,ARIZONA CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006785185
APEX CHEMICAL CORP,"-112.75138,33.36999,0",ARIZONA,ARLINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002137884
ARIZONA PUBLIC SERVICE COMPANY REDHAWK POWER PLANT,"-112.840528,33.335833,0",ARIZONA,ARLINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012141609
ARLINGTON VALLEY ENERGY FACILITY,"-112.88929,33.34838,0",ARIZONA,ARLINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110017420398
MESQUITE GENERATING STATION,"-112.8638,33.3451,0",ARIZONA,ARLINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012547431
AVONDALE READY-MIX BATCH PLANT,"-112.324297,33.39079,0",ARIZONA,AVONDALE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071731495
AVONDALE RIGHT-OF-WAY,"-112.30645,33.456085,0",ARIZONA,AVONDALE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042112353
AVONDALE WWTP,"-112.34046,33.40251,0",ARIZONA,AVONDALE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022421789
CEDILLO RECYCLING LLC,"-112.34706,33.430577,0",ARIZONA,AVONDALE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070691251
JP AIR COMPANY,"-112.34255,33.43217,0",ARIZONA,AVONDALE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067128673
TRES RIOS PROJECT -  123RD AVENUE LANDFILL,"-112.323002,33.384885,0",ARIZONA,AVONDALE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070068660
TRES RIOS PROJECT - RAVEN ROCK PROPERTY,"-112.34066,33.391835,0",ARIZONA,AVONDALE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070068661
VULCAN MATERIALS CO,"-112.31834,33.49317,0",ARIZONA,AVONDALE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110025331987
VULCAN MATERIALS CO - AVONDALE FACILITY,"-112.34045,33.398288,0",ARIZONA,AVONDALE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012190128
FREEPORT-MCMORAN BAGDAD INC,"-113.17552,34.56849,0",ARIZONA,BAGDAD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110010378661
BASF CORPORATION,"-111.996119,33.11344,0",ARIZONA,BAPCHULE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071396704
BELLEMONT GAS STATION,"-111.832945,35.239232,0",ARIZONA,BELLEMONT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070004426
SCA TISSUE - BELLEMONT CONVERTING FACILITY,"-111.92976,35.260213,0",ARIZONA,BELLEMONT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043694847
SCHUFF STEEL,"-111.83629,35.23875,0",ARIZONA,BELLEMONT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039483172
"U.S. CAMP NAVAJO, ARIZONA ARMY NATIONAL GUARD","-111.83071,35.213344,0",ARIZONA,BELLEMONT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110060990904
AACCO CAST PRODS  INC,"-110.23286,31.97217,0",ARIZONA,BENSON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000471828
"BENSON, CITY OF - WWTF","-110.2792,31.9697,0",ARIZONA,BENSON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000730406
1 HILLCREST DRIVE,"-109.88467,31.42131,0",ARIZONA,BISBEE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071229160
BLAZER INTERNATIONAL,"-109.88734,31.41937,0",ARIZONA,BISBEE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002137955
FORMER MEXICAN RESTAURANT,"-109.87791,31.41179,0",ARIZONA,BISBEE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071194805
JV DELINQUENT FACILITY,"-109.899818,31.401066,0",ARIZONA,BISBEE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071194804
OLD BISBEE HIGH SCHOOL,"-109.91686,31.44294,0",ARIZONA,BISBEE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071090668
PHELPS DODGE - BISBEE - COPPER QUEEN BRANCH,"-109.89319,31.42768,0",ARIZONA,BISBEE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000600733
SAN JOSE WWTF,"-109.91528,31.35906,0",ARIZONA,BISBEE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039713067
ST. PATRICK'S SCHOOL,"-109.921261,31.443206,0",ARIZONA,BISBEE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071194802
U.S. CBP BRIAN A. TERRY (NACO) BORDER PATROL STN #AZ0040,"-109.92597,31.37654,0",ARIZONA,BISBEE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042184445
ARROYO PROPERTY,"-112.107497,34.086532,0",ARIZONA,BLACK CANYON CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110060990922
COYOTE COUNTY BAR,"-112.107497,34.086532,0",ARIZONA,BLACK CANYON CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039534974
CURRY PROPERTY,"-112.107497,34.086532,0",ARIZONA,BLACK CANYON CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110060990968
DESERT ABCO MARKET,"-112.107497,34.086532,0",ARIZONA,BLACK CANYON CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039534956
MATT BEVEL INSTITUTE,"-112.107497,34.086532,0",ARIZONA,BLACK CANYON CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039533546
PEORIA AVENUE PROJECT,"-112.107497,34.086532,0",ARIZONA,BLACK CANYON CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039534929
RIO NUEVO SOUTH,"-112.107497,34.086532,0",ARIZONA,BLACK CANYON CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039533564
SMALL PLANET BAKERY,"-112.107497,34.086532,0",ARIZONA,BLACK CANYON CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039533494
BOWIE ELEMENTARY SCHOOL,"-109.48833,32.325402,0",ARIZONA,BOWIE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110021761100
EL PASO NATURAL GAS CO - BOWIE COMPRESSOR STATION,"-109.6883,32.3166,0",ARIZONA,BOWIE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110010378910
BUCKEYE WWTP,"-112.582683,33.350075,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110035769521
"BUCKEYE, TOWN OF","-112.546468,33.395994,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110031268241
CALPORTLAND BUCKEYE READY MIX PLANT,"-112.739465,33.391084,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070068046
CALPORTLAND COMPANY - TONOPAH PLANT,"-112.73931,33.507214,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110060273859
CALPORTLAND COMPANY JACKRABBIT PLANT,"-112.478655,33.372676,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071732384
CARDINAL GLASS,"-112.57365,33.388276,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070557910
"FERTIZONA - BUCKEYE, LLC","-112.583333,33.366667,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000527038
FESTIVAL RANCH WRF,"-112.58422,33.37051,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022853492
FIRE-TROL HOLDINGS LLC BULK TRANSPORTATION,"-112.58641,33.37706,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110069544309
HELENA CHEMICAL CO BUCKEYE ARIZONA,"-112.622056,33.377694,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000529713
MURCO WALL PRODUCTS INC,"-112.58223,33.37669,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001697085
PERMA-GUARD INC,"-112.47183,33.392018,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038243601
PLANT #4 - BUCKEYE,"-112.60803,33.3735,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054108960
QUIKRETE - ARIZONA PLANT,"-112.628758,33.376867,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071433552
QUINCY JOIST COMPANY,"-112.52587,33.39225,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110008061505
SCHULT HOMES CORPORATION,"-112.57346,33.38081,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001696521
SOUTHWEST REGIONAL LANDFILL (SO0702),"-112.6371,33.2222,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012150313
SR 85 LANDFILL PUBLIC WORKS DEPT,"-112.67612,33.1898,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110031036313
SUN VALLEY SOUTH WRP,"-112.61167,33.66065,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110032769243
THATCHER COMPANY OF ARIZONA,"-112.53863,33.38926,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042003131
TOWN OF BUCKEYE - SUNDANCE WWRF,"-112.52166,33.38972,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071711509
TOWN OF BUCKEYE - TARTESSO WRF,"-112.57329,33.37216,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039429428
TOWN OF BUCKEYE - TARTESSO WRF,"-112.74,33.4658,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110020069977
WILBUR-ELLIS CO BUCKEYE,"-112.53865,33.3884,0",ARIZONA,BUCKEYE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000512516
"BULLHEAD CITY, CITY OF - SECTION 10 WWTP","-114.59753,35.04935,0",ARIZONA,BULLHEAD CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110015954467
BUREAU OF RECLAMATION DAVIS DAM,"-114.569429,35.197788,0",ARIZONA,BULLHEAD CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071434515
GOLDEN VERTEX CORP,"-114.450313,35.0941,0",ARIZONA,BULLHEAD CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071045124
BLEVINS BACKHOE YARD,"-111.855736,34.561583,0",ARIZONA,CAMP VERDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071090109
CAMP VERDE OLD LIBRARY,"-111.85452,34.57053,0",ARIZONA,CAMP VERDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070149141
FORMER CIRCLE K,"-111.855182,34.565895,0",ARIZONA,CAMP VERDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071090108
QUINTUS INC,"-111.88069,34.57924,0",ARIZONA,CAMP VERDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039255748
SOUTH VERDE HIGH SCHOOL (TAX LOT 003A),"-111.854266,34.562782,0",ARIZONA,CAMP VERDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071089348
UNITED FUEL & ENERGY CORP-REAMAX,"-111.93234,34.63839,0",ARIZONA,CAMP VERDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110037072208
UNITED METRO MATERIALS (DBA RINKER MATERIALS),"-111.913428,34.612885,0",ARIZONA,CAMP VERDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110025332165
VALLEY VIEW RESTAURANT,"-111.856094,34.566043,0",ARIZONA,CAMP VERDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071089347
"ABBOTT NUTRITION DIVISION, CASA GRANDE","-111.78312,32.894,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000471043
ACO POLYMER PRODUCTS INC - AZ,"-111.769002,32.946804,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039018728
APPLEGATE ARIZONA LLC,"-111.80244,32.86294,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071195204
APPLEGATE GREENFIBER,"-111.803405,32.862075,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071366525
BULL MOOSE TUBE CO,"-111.7793,32.88143,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070260075
"CASA GRANDE DAIRY PRODUCTS, LLC","-111.787774,32.879361,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071151164
CASA GRANDE ENTERPRISES INC,"-111.78578,32.88695,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002137599
CASA GRANDE HOTEL,"-111.75617,32.87587,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070261952
CASA GRANDE OIL MILL,"-111.772118,32.879401,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001132774
CASA GRANDE PLANT FOOD,"-111.75932,32.87931,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040919806
CASA GRANDE RAGGEDY ANN AND ANDY,"-111.75694,32.879,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070068867
CASA GRANDE SOLID WASTE LANDFILL,"-111.7611,32.8314,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042329968
CASA GRANDE SOUTH PLANT,"-111.802,32.859,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040919735
CASA GRANDE WRF,"-111.7875,32.9011,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022287210
CYC SOLUTIONS,"-111.764179,32.948195,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071407509
CYPRUS TOHONO COPPER MINE,"-111.916111,32.528611,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110008254584
"DAISY BRAND, LLC","-111.76806,32.873889,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039262570
DESERT BASIN GENERATING STATION,"-111.78958,32.903758,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110041241073
EAGLE MILLING,"-111.72536,32.85677,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022936956
FABRICATED PRODUCTS INC,"-111.78575,32.88423,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000471052
"FERTIZONA - CASA GRANDE, LLC","-111.723611,32.854167,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022295577
"FRANKLIN FOODS WEST, INC.","-111.783719,32.878577,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070297016
"FRANKLIN FOODS, INC.","-111.783643,32.878307,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071434204
FRITO-LAY PLANT,"-111.794562,32.900543,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039022456
GRIFFIN CORP,"-111.78584,32.89132,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064124781
HELENA CHEMICAL CO,"-111.785895,32.884305,0",ARIZONA,CASA GRANDE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002586112
