Title,Coordinates,State,City,Iframe Link
MFA CROP PROTECTION WHSE,"-91.83457,34.30939,0",ARKANSAS,ALTHEIMER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067118871
BLACK HILLS ENERGY ARKANSAS - DAVIS COMPRESSOR STATION,"-93.733951,35.467724,0",ARKANSAS,ALTUS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007349360
RINKE GARAGE,"-93.761544,35.446813,0",ARKANSAS,ALTUS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070789759
SGL CARBON CORPORATION,"-93.771457,35.411888,0",ARKANSAS,ALTUS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110017426837
"BARKSDALE LUMBER COMPANY, INC","-93.47207,34.26504,0",ARKANSAS,AMITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110010379483
CURT BEAN LUMBER CO INC,"-93.4705,34.25335,0",ARKANSAS,AMITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000597756
(VEOLIA) ELEMENTAL ENVIRONMENTAL SOLUTIONS LLC - GUM SPRINGS PLANT,"-93.0448,34.0403,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000608771
ALUMACRAFT BOAT COMPANY,"-93.064721,34.150174,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000606666
ARKADELPHIA WWTP,"-93.0514,34.0842,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000915412
"ARKADELPHIA, CITY OF - SUN BIO MATERIAL LINERBOARD PROJECT","-93.001944,34.033056,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070072654
CONTAINER LIFE CYCLE MANAGEMENT LLC DBA DRUMCO,"-93.091139,34.047583,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110057882260
FORMER CLARK COUNTY HOSPITAL,"-93.06474,34.12304,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067450957
"HITCO CARBON COMPOSITES, INC.","-93.090049,34.0461,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000451412
PETIT JEAN POULTRY ARKADELPHIA PLANT,"-93.096667,34.049722,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000513828
SCROLL TECHNOLOGIES,"-93.09452,34.05089,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000451421
SIPLAST LIQUID WATERPROOFING,"-93.094,34.049611,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110024556229
"SIPLAST, INC.","-93.061472,34.106944,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110021299254
TRI SECTION 8.1A SITE_SGK,"-93.05361,34.11793,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067125658
TRI SITE 1,"-93.05361,34.11778,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067130232
TRI SITE 4,"-93.05361,34.11809,0",ARKANSAS,ARKADELPHIA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067128744
CLEARWATER PAPER CORPORATION (CYPRESS BEND),"-91.240278,33.705806,0",ARKANSAS,ARKANSAS CITY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012414985
NUCOR YAMATO STEEL CO.,"-89.784167,35.8925,0",ARKANSAS,ARMOREL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000743562
ASHDOWN WWTP,"-94.099914,33.613177,0",ARKANSAS,ASHDOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039811647
DOMTAR A.W. LLC - ASHDOWN MILL,"-94.11243,33.64108,0",ARKANSAS,ASHDOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000756352
DOMTAR AW LLC ASHDOWN MILL,"-94.10053,33.64268,0",ARKANSAS,ASHDOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070328720
SPECIALTY MINERALS INC,"-94.101954,33.644191,0",ARKANSAS,ASHDOWN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000606648
DEAN PICKLE & SPECIALTY PRODUCTS COMPANY,"-92.93154,35.24109,0",ARKANSAS,ATKINS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001704255
WAYNE FARMS - ATKINS POULTRY FEED MILL,"-92.935894,35.25211,0",ARKANSAS,ATKINS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007230745
AUGUSTA FITZHUGH PROPERTY,"-91.35802,35.27032,0",ARKANSAS,AUGUSTA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070209836
BOYLES PROPERTY,"-91.3666,35.28255,0",ARKANSAS,AUGUSTA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067450975
CARL BAILEY GENERATING STATION,"-91.365028,35.260583,0",ARKANSAS,AUGUSTA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043797077
FORMER AUGUSTA ELEMENTARY SCHOOL,"-91.36353,35.29127,0",ARKANSAS,AUGUSTA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067450966
ITW PASLODE,"-91.348867,35.269894,0",ARKANSAS,AUGUSTA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000895372
SLOAN VALVE COMPANY - AUGUSTA DIVISION,"-91.34654,35.269613,0",ARKANSAS,AUGUSTA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000597818
ARKANSAS GENERAL IND,"-91.562877,35.311011,0",ARKANSAS,BALD KNOB,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000451458
FAYETTEVILLE EXPRESS PIPELINE - RUSSELL COMPRESSOR STA,"-91.517525,35.339251,0",ARKANSAS,BALD KNOB,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110041630223
"TEXAS EASTERN TRANSMISSION, LP - BALD KNOB, AR","-91.52724,35.325003,0",ARKANSAS,BALD KNOB,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006035824
TEXAS GAS - BALD KNOB COMPRESSOR,"-91.498775,35.346089,0",ARKANSAS,BALD KNOB,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038442502
BARLING WWTF,"-94.26271,35.330691,0",ARKANSAS,BARLING,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042200132
"FORT SMITH, CITY OF (MASSARD W","-94.31158,35.32869,0",ARKANSAS,BARLING,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064647592
"FORT SMITH, CITY OF-MASSARD WATER RECLAMATION FACILITY","-94.30532,35.34058,0",ARKANSAS,BARLING,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064594899
"5 ACRE TRACT OF LAND, BATESVILLE, ARKANSAS","-91.64023,35.79186,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042111586
ARKANSAS LIME COMPANY,"-91.736,35.794,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001711997
BATESVILLE WW TREATMENT PLANT,"-91.6311,35.7525,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000730228
"CUSTOM CRAFT POULTRY, LLC","-91.606553,35.807527,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071074579
FUTUREFUEL CHEMICAL COMPANY,"-91.524983,35.722342,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110017432937
GDX NORTH AMERICA INC.,"-91.622152,35.796792,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000452643
LACROIX PRECISION OPTICS,"-91.618958,35.79324,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000452616
MOMENTIVE SPECIALTY CHEMICALS INC.,"-91.617778,35.802333,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110055499027
OZARK MOUNTAIN POULTRY,"-91.64122,35.76221,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070347030
OZARK MOUNTAIN POULTRY BATESVILLE PROCESSING,"-91.62395,35.801835,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070559701
"OZARK MOUNTAIN POULTRY2 - BATESVILLE, AR","-91.641556,35.763694,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000452607
"PECO FOODS, INC.","-91.648611,35.764444,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000513953
"PECO FOODS, INC. - BATESVILLE HATCHERY","-91.63094,35.79168,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110062008795
PILGRIM'S PRIDE FEED MILL BATESVILLE ARKANSAS,"-91.642917,35.764922,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022431518
WHITE RODGERS/EMERSON ELECTRIC,"-91.619652,35.765573,0",ARKANSAS,BATESVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000452625
ALCOA WORLD CHEMICALS,"-92.53173,34.57522,0",ARKANSAS,BAUXITE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000451467
"BFI - WASTE SYSTEM OF ARKANSAS, LLC","-92.482556,34.561083,0",ARKANSAS,BAUXITE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001698985
REYNOLDS METALS-BAUXITE OPS,"-92.50448,34.54847,0",ARKANSAS,BAUXITE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110033149340
CROP PRODUCTION SERVICES 4041,"-90.589758,35.766214,0",ARKANSAS,BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070260180
HELENA CHEMICAL CO,"-90.558529,35.73012,0",ARKANSAS,BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038235656
ANTHONY TIMBERLANDS INC,"-92.618066,33.720776,0",ARKANSAS,BEARDEN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110003398163
SE RAINBOW CPF-2,"-92.48564,35.44161,0",ARKANSAS,BEE BRANCH,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110017382036
"BEEBE, CITY OF - BEEBE WASTEWATER TREATMENT FACILITY","-91.890978,35.0315,0",ARKANSAS,BEEBE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064650293
CALFRAC WELL SERVICES,"-91.934722,35.0725,0",ARKANSAS,BEEBE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110055224065
JACKSONVILLE STEEL INC,"-91.88513,35.08059,0",ARKANSAS,BEEBE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002129571
RITTER CROP SERVICES,"-91.109756,35.429018,0",ARKANSAS,BEEDEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038253831
"ANTHONY TIMBERLANDS, INC.","-93.205632,33.891483,0",ARKANSAS,BEIRNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070834571
CITY OF BELLA VISTA STREET DEPT.,"-94.295528,36.449361,0",ARKANSAS,BELLA VISTA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110069343437
BENTON READY MIX,"-92.60624,34.5505,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110035762369
BENTON WOOD PRESERVING,"-92.726443,34.636571,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110003397137
BENTON WWTP,"-92.593499,34.551788,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039736024
"BENTON, CITY OF","-92.593889,34.555,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064649803
COORSTEK,"-92.54676,34.5999,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110009354117
"HARBOR FAB, LLC","-92.600479,34.553194,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002129580
HILBILT MANUFACTURING CO INC,"-92.544491,34.602434,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000597827
PARKER HANNIFIN CORP BENTON MCD,"-92.54286,34.60294,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000606675
SHERWOOD FURNITURE CORP,"-92.5777,34.55478,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000451485
SOLEM INDUSTRIES J M HUBER DIV,"-92.59853,34.5526,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001710916
SOUTH CENTRAL CONCRETE BENTON PLANT,"-92.60822,34.54953,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110060258484
WABASH ALLOYS-BENTON,"-92.62516,34.516226,0",ARKANSAS,BENTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000451494
BENTONVILLE CASTINGS COMPANY,"-94.197028,36.36525,0",ARKANSAS,BENTONVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000452885
"BENTONVILLE, CITY OF","-94.20976,36.37234,0",ARKANSAS,BENTONVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110020836862
"BENTONVILLE, CITY OF","-94.2036,36.3895,0",ARKANSAS,BENTONVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110009522383
KENNAMETAL GREENFIELD IPG,"-94.1903,36.37113,0",ARKANSAS,BENTONVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110009353822
KRAFT FOODS - BENTONVILLE,"-94.196111,36.369444,0",ARKANSAS,BENTONVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000452894
NORTHWEST ARKANSAS CONSERVATION AUTHORITY -REGIONAL WWTP,"-94.288334,36.227482,0",ARKANSAS,BENTONVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110014394887
NW AR CONSERVATION AUTHORITY,"-94.288334,36.227482,0",ARKANSAS,BENTONVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110063917347
"STANDARD MATERIALS GROUP, INC.- PORTABLE RM 5036","-94.19422,36.358733,0",ARKANSAS,BENTONVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071732313
TYSON FOODS INC KRISPY KITCHENS,"-94.19981,36.36402,0",ARKANSAS,BENTONVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002129786
TYSON FOODS - BERGMAN FEED MILL,"-93.010654,36.316765,0",ARKANSAS,BERGMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000598149
"BERRYVILLE, CITY OF","-93.578889,36.357222,0",ARKANSAS,BERRYVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064643293
"BERRYVILLE, CITY OF-WWTP","-93.5788,36.3572,0",ARKANSAS,BERRYVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000526440
DUCOMMUN LABARGE ELECTRONICS,"-93.58022,36.37899,0",ARKANSAS,BERRYVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110003400052
TYSON FOODS INC - BERRYVILLE PROCESSING,"-93.570556,36.370833,0",ARKANSAS,BERRYVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000452778
"CENTERPOINT ENERGY MRT, LLC - BIGGERS COMPRESSOR STATION","-90.82838,36.31877,0",ARKANSAS,BIGGERS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043769204
NATURAL GAS PIPELINE COMPANY OF AMERICA - #308,"-90.838983,36.29856,0",ARKANSAS,BIGGERS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000780548
BLACK OAK GIN COMPANY INCORPORATED,"-90.36668,35.83935,0",ARKANSAS,BLACK OAK,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012149745
EAGAN MANUFACTURING CO INC,"-91.113255,36.103401,0",ARKANSAS,BLACK ROCK,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022872042
ACUTUS GLADWIN ARKANSAS,"-89.9099,35.92045,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000769375
AGRO DISTRIBUTION LLC,"-89.90446,35.9804,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012228339
ALLMET BLYTHEVILLE LLC,"-89.783333,35.885,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006037207
ATLAS TUBE - BLYTHEVILLE,"-89.743778,35.939139,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110031020124
BALL METAL FOOD CONTAINER CORPORATION,"-89.907089,35.918718,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000917474
BLYTHEVILLE CANNING COMPANY INCORPORATED,"-89.90825,35.92257,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110005968658
BLYTHEVILLE SEWER DEPT.-SOUTH WWTP,"-89.9364,35.8972,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110033164634
BLYTHEVILLE TERMINAL,"-89.7625,35.909722,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000746408
BLYTHEVILLE WEST WASTEWATER TREATMENT PLANT,"-89.942278,35.934611,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110033164625
"BLYTHEVILLE, CITY OF-SOUTH WWP","-89.904152,35.927676,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064643346
"BLYTHEVILLE, CITY OF-WEST WWTP","-89.944167,35.929444,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064640330
BORGWARNER AUTOMOTIVE INC,"-89.791259,35.914086,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002339345
COMMERCIAL RESINS BLYTHEVILLE,"-89.75826,35.93429,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110015679390
CROP PRODUCTION SERVICES 4050,"-89.93608,35.90789,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067114250
GOOLSBY IRON & METAL LLC,"-89.93717,35.92369,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070692120
"GOWAN MILLING BLYTHEVILLE, LLC","-89.849007,35.923104,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071530764
GREENPOINT AG 3090,"-89.90442,35.980704,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067072599
"HARDY SALES & SERVICE, INC.","-89.91688,35.91846,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038267951
HARSCO CO  HECKETT MULTISERV PLANT 49,"-89.716667,35.944444,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013725889
HARSCO CO  HECKETT MULTISERV PLANT 54,"-89.784019,35.888456,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013725898
HOME OIL CO,"-89.91644,35.91538,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038250969
HUNTCO-JMS PROCESSING,"-89.73286,35.9334,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110024994791
IPSCO TUBULARS INC,"-89.732799,35.949375,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002339336
"IPSCO TUBULARS, INC.","-89.732799,35.949375,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110025105080
JMS PROCESSING INC,"-89.733182,35.934428,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012414958
"LEXICON, INC.","-89.7933,35.89099,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071043324
MAGNETEK UNIVERSAL MANUFACTURING,"-89.86273,35.927131,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002129697
MAVERICK TUBE LP BLYTHEV L,"-89.758328,35.934288,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000598005
"MID-SOUTH SALES, LLC - BLYTHEVILLE","-90.00877,35.87314,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110061070834
MILWAUKEE ELECTRIC TOOL CORPORATION,"-89.862169,35.928312,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000743553
NEAR READY MIX - BLYTHEVILLE,"-89.865737,35.926197,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071434139
NEAR READY MIX - NUCOR PORTABLE,"-89.742613,35.937009,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071434141
NER DATA PRODUCTS INC,"-89.863591,35.9261,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000749245
NIBCO - BLYTHEVILLE DIVISION,"-89.8586,35.9249,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064124282
NIBCO INC,"-89.856032,35.919252,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064124291
NUCOR COATINGS CORPORATION - BLYTHEVILLE PLANT,"-89.772944,35.928944,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110028304957
"NUCOR CORPORATION - NUCOR STEEL, ARKANSAS","-89.723636,35.944388,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000452180
"OMNIUM A DIVISION OF WINFIELD SOLUTIONS, LLC","-89.84898,35.92413,0",ARKANSAS,BLYTHEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110024966946
