Title,Coordinates,State,City,Iframe Link
DENVER URBAN GARDENS AT LITTLE ELEMENTARY,"-105.06907,39.85382,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110055264253
EUROFINS RESERVOIRS ENVIRONMENTAL INC,"-105.08465,39.7861,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110009560288
GOLD STRIKE PARK,"-105.053297,39.798705,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039553220
GREAT WESTERN INORGANICS INC,"-105.19619,39.86093,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002339611
HILL PETROLEUM,"-105.06382,39.80184,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071256821
"HONEYWELL, INC.","-105.16647,39.82284,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000467343
INDUSTRIAL CHEMICALS CORP,"-105.047847,39.802849,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000906495
INDUSTRIAL CHEMICALS CORP,"-105.04678,39.80192,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067119683
"INDUSTRIALEX MANUFACTURING, CORP.","-105.16654,39.80944,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110021346177
INTERSTATE 76,"-105.08817,39.80203,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039553140
LIVANOVA,"-105.16273,39.81522,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000466488
MARK VII EQUIPMENT INCORPORATED,"-105.04403,39.80484,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000859624
MARTIN MARIETTA ARVADA READY MIX,"-105.05915,39.79829,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110060260854
READY MIXED CONCRETE PLANT 11,"-105.05308,39.798947,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110025334038
SARTORIUS CORPORATION,"-105.15842,39.81488,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070623036
SIGMAN MEAT COMPANY,"-105.0623,39.79433,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001431781
SISNEROS METH LAB,"-105.09978,39.83283,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070149107
STATE HIGHWAY 95,"-105.08817,39.80203,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039553211
SUNDYNE CORP,"-105.185848,39.812706,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001431790
U.S. DEPT OF ENERGY - RFETS,"-105.20495,39.8915,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038653873
UNK,"-105.0618,39.79331,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039536678
UNK,"-105.05267,39.79968,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039536605
UNK,"-105.0536,39.799,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039536641
WASTEQUIP MANUFACTURING COMPANY,"-105.06858,39.79498,0",COLORADO,ARVADA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000466479
ASPEN CONSOLIDATED SANITATION DISTRICT,"-106.858889,39.223889,0",COLORADO,ASPEN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022509310
WASTE MGMT - NORTH WELD LANDFILL,"-104.826759,40.585892,0",COLORADO,AULT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001744202
"ACPI WOOD PRODUCTS, LLC","-104.71116,39.74377,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110030489077
ADVANCED CIRCUITS AURORA PLANT,"-104.74207,39.75775,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110064107121
AGGREGATE INDUSTRIES - WCR INC. GUN CLUB READY MIX PLANT,"-104.700247,39.660838,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006554308
"AGGREGATE INDUSTRIES - WCR, INC. -HAVANA","-104.86625,39.66404,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013246200
AGGREGATE INDUSTRIES WCR INC SAND CREEK READY MIX PLANT,"-104.85469,39.76387,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022411013
AMAZON DEN2,"-104.725684,39.74627,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070124965
AMAZON INC - AMAZON DEN5,"-104.756619,39.766475,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110069391447
AURORA CAMPUS - EXCELSIOR YOUTH CENTER,"-104.8126,39.6419,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070164322
"AURORA, CITY OF - MUNICIPAL","-104.783333,39.7,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110010054546
BLUE SPRUCE ENERGY CENTER,"-104.68,39.7436,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110031381109
BP AMERICA PRODUCTION CO WATTENBERG PLT,"-104.681,39.74726,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001972250
BUCKINGHAM GARDENS APARTMENTS,"-104.863616,39.700191,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043455702
BUCKLEY AIR FORCE BASE,"-104.77239,39.723178,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110015627339
CIGC WATKINS COMPESSOR STATION,"-104.698908,39.745283,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002961572
CITYWIDE BUILDING - 1401 IRONTON STREET,"-104.863801,39.739923,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071194854
CLUSTER 4B/C 3 PROPERTIES,"-104.861451,39.740498,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039557173
COLORADO PAINT - AURORA FACILITY,"-104.77596,39.756394,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070501341
COLORADO PAINT CO,"-104.77596,39.756394,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070819597
COOPER LIGHTING,"-104.77884,39.74027,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054104189
DALKE'S LAUNDRY,"-104.884257,39.740213,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110066849619
DAYTON LEGACY,"-104.87521,39.7488,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110063009328
DENVER ARAPAHOE CHEMICAL WASTE PROCESS FAC,"-104.8148,39.66813,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000610410
DENVER URBAN GARDEN AT CHADASH SANCTUARY GARDEN,"-104.87355,39.74379,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110066850045
DENVER URBAN GARDENS - APDC AND CITY OF AURORA,"-104.88228,39.74121,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110069442473
DENVER URBAN GARDENS - ASIAN PACIFIC DEVELP.CENTER,"-104.88228,39.74121,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110060282215
DENVER URBAN GARDENS - HINKLEY HIGH SCHOOL GARDEN,"-104.809944,39.734866,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006488648
DENVER URBAN GARDENS AT THE FULTON ACADEMY,"-104.87063,39.72788,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067659983
DENVER URBAN GARDENS QUEST K-8,"-104.787726,39.719311,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070081548
DENVER URBAN GARDENS SIXTH AVENUE ELEMENTARY SCHOO,"-104.831185,39.724742,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070081549
DENVER URBAN GARDENS VISTA PEAK PREPATORY,"-104.70225,39.72564,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070081580
DEPARTMENT OF VETERAN AFFAIRS,"-104.83021,39.74034,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110044966123
DUG LAKEWOOD AND AURORA SITES - EAST MIDDLE SCHOOL,"-104.81203,39.73486,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070209943
EATON CORP,"-104.79116,39.75281,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110024942687
EATON ELECTRICAL,"-104.82318,39.76748,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000466512
ESTES EXPRESS LINES,"-104.802238,39.75773,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006488265
FIRESTONE BUILDING PRODUCTS,"-104.738746,39.766514,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013729215
FITZSIMONS ARMY MEDICAL CENTER,"-104.8471,39.7401,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022513975
FITZSIMONS PROMENADE,"-104.8471,39.7401,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039687611
FLETCHER PLAZA ENHANCEMENT AREA,"-104.858164,39.74022,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039557182
HD SUPPLY CONSTRUCTION SUPPLY LTD. (CO005-6166),"-104.79737,39.75626,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110025331479
HELENA CHEMICAL COMPANY,"-104.81648,39.76569,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067100951
IDALIA COURT,"-104.8068,39.68739,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038723174
LYNN KNOLL ELEMENTARY SCHOOL,"-104.8406,39.7185,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070081572
"MAGELLAN PIPELINE CO, LP - AURORA TERMINAL","-104.8137,39.76042,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012373369
MARTIN MARIETTA  - 2401 PICADILLY RD,"-104.73482,39.75298,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038615406
MARTIN MARIETTA - MONAGHAN ASPHALT,"-104.66383,39.753378,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071282484
MARTIN MARIETTA CHAMBERS READY MIX,"-104.809952,39.75527,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012703075
"MASTERCRAFT CABINETS/ACPI WOOD PRODUCTS, LLC","-104.710949,39.744426,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071005228
NEW DAYTON,"-104.875209,39.748294,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070004561
NORTH MIDDLE SCHOOL,"-104.84769,39.74741,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002970161
NORTH SIDE OF COLFAX,"-104.858164,39.74022,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039557191
O E A,"-104.583763,39.638741,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000466549
OLD AURORA LANDFILL,"-104.7825,39.740278,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013805588
OPTIMA BATTERIES INCORPORATED,"-104.7835,39.74915,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000466521
OXFORD VISTA CAMPUS- SHENANDOAH BUILDING,"-104.81264,39.64191,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070629094
PURACLENZ RETURNS CENTER,"-104.7876,39.752934,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071706524
READY MIXED CONCRETE PLANT 12,"-104.80943,39.75453,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110025331442
SAND CREEK LANDFILL,"-104.776672,39.762191,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043241195
SAND CREEK WATER REUSE FACILTY,"-104.85383,39.76069,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110049927776
SANDOVAL,"-104.79607,39.69541,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038755709
SILVER WEIBULL,"-104.81376,39.76277,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000859688
SPG INTERNATIONAL LLC BR #X032 UNIVERSAL BRAND,"-104.8244,39.76781,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000859722
STANLEY AVIATION CORP,"-104.87641,39.75271,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040845743
THE HIBBERT GROUP,"-104.765167,39.761673,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110057260814
TIMMINCO CORP  MAGNESIUM FAB PROD DIV,"-104.854741,39.767117,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013284613
TIONICON,"-104.830028,39.764744,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110037085392
U.S. DOD USAF BUCKLEY AFB CO,"-104.77239,39.722215,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022521582
UNIVERSITY OF COLORADO DENVER,"-104.83784,39.74447,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110018871283
VANCE BROS INC,"-104.854692,39.764023,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000466497
VISION CHEMICAL SYSTEMS INC.,"-104.79653,39.76465,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038275540
WASTE MANAGEMENT OF COLORADO DEN ARAP DI,"-104.685259,39.663635,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001727070
WATTENBERG GAS PLANT/ ANADARKO DJ GAS PROCESSING LLC,"-104.678331,39.747503,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070431223
WESTERN INDUSTRIAL CONTRACTORS,"-104.81589,39.76335,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000466503
WJ WHATLEY INC,"-104.74118,39.76535,0",COLORADO,AURORA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000466530
CITYWIDE BUILDING - 10660 EAST COLFAX AVENUE,"-104.863801,39.739923,0",COLORADO,AURORAA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071194855
UPPER EAGLE REGIONAL WATER AUTHORITY PLANT,"-106.534167,39.6375,0",COLORADO,AVON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022506858
BAYFIELD OPEN SPACE,"-107.599334,37.224295,0",COLORADO,BAYFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038741671
BAYFIELD READY MIX CONCRETE PLANT,"-107.577863,37.191322,0",COLORADO,BAYFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110069244124
BAYFIELD SCHOOL,"-107.598673,37.224634,0",COLORADO,BAYFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038741680
"BTI PRODUCTS, LP","-107.66697,37.21003,0",COLORADO,BAYFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038274729
M & R DURANGO,"-107.6016,37.22534,0",COLORADO,BAYFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038237146
SOUTHERN UTE - HOUSE AT 5785 CR 521,"-107.57598,37.165174,0",COLORADO,BAYFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054627196
SOUTHERN UTE HOUSE AT 328 CR 523,"-107.5929,37.22909,0",COLORADO,BAYFIELD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054627070
SAMSON RESOURCES - HOWARD SALTWATER DIS,"-107.540842,37.173363,0",COLORADO,BAYFIELD 4.1 MI. SE OF,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110055566953
FIVE PART DEVELOPMENT- EAST REGIONAL,"-104.48913,39.83943,0",COLORADO,BENNETT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040482527
"AGRIHOUSE, INC.","-105.07841,40.30417,0",COLORADO,BERTHOUD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038291899
BERTHOUD TOWN OF WWTP,"-105.048889,40.294167,0",COLORADO,BERTHOUD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110024581237
BLACK HAWK/CENTRAL CITY SD WWTF,"-105.420861,39.761,0",COLORADO,BLACK HAWK,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110020134442
75TH STREET WASTEWATER TREATMENT PLANT,"-105.186653,40.048596,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013399866
AGC BIOLOGICS INC,"-105.22278,40.0374,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000467272
"AGILENT TECHNOLOGIES US, INC.","-105.2241,40.03705,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110069446344
ARCOSA ESC BOULDER,"-105.24056,39.91007,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110060265172
ARRAY BIOPHARMA - BOULDER R&D FACILITY,"-105.25092,40.02014,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002999783
BALL AEROSPACE & TECH - BOULDER CAMPUS,"-105.23195,40.01477,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001092889
BOULDER READY MIX CONCRETE INC,"-105.21137,40.0329,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007350561
"CIRCUIT IMAGES, INC","-105.25112,40.0276,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000786338
CLEAR COMFORT WATER,"-105.228205,40.030521,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070205519
COMPUTER PRODUCTS TECNETICS,"-105.20756,40.0147,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001428795
CORDEN PHARMA COLORADO INC,"-105.23966,40.02726,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022512805
"CORDEN PHARMA COLORADO, INC.","-105.227461,40.02025,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000467281
DESIGN FABRICATORS INC,"-105.193616,40.079049,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001718062
DIETERICH STANDARD INC,"-105.18807,40.07682,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000467218
ELECTRASTEEL INC,"-105.204725,40.072112,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071307706
ELTRON RESEARCH & DEVELOPMENT INC,"-105.2036,40.0596,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110031436284
"ELTRON RESEARCH AND DEVELOPEMENT, LLC","-105.2036,40.0596,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070922605
GRAPHIC PACKAGING INTERNATIONAL CORPORAT,"-105.24554,40.01936,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000737971
GRAPHICS PACKAGING CORP,"-105.24554,40.01936,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038619732
GREAT ACTION LLC,"-105.279476,40.017544,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071673165
HAUSER CHEMICAL RESEARCH INC,"-105.242803,40.025215,0",COLORADO,BOULDER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002135822
